uid,data_provider,region,lat(degrees),lon(degrees),date(yyyymmdd),time(hh:mm:ss),abun(cells/L),severity,distance_to_water(m)
ttaq,NC_Division_of_Water_Resources_NC_Department_of_Environmental_Quality,south,36.04,-790894699,20180614,0:01:00,8244,1,148
ttat,NC_Division_of_Water_Resources_NC_Department_of_Environmental_Quality,south,3572559043,-7912718796,20170706,0:01:00,9036,1,728
ttcb,California_Environmental_Data_Exchange_Network,west,371145,-120.89,20150310,15:15:00,1947596,4,1451
ttdc,NC_Division_of_Water_Resources_NC_Department_of_Environmental_Quality,south,3547745,-7681692,20140902,0:01:00,506845,3,0
ttdp,NC_Division_of_Water_Resources_NC_Department_of_Environmental_Quality,south,35036,-791187842,20210722,0:01:00,119747,3,190
tteu,Indiana_State_Department_of_Health,midwest,394981,-8498684167,20210628,20:20:00,96682,2,0
ttfm,NC_Division_of_Water_Resources_NC_Department_of_Environmental_Quality,south,3590530137,-7912028497,20190904,0:01:00,20332,2,440
ttgc,California_Environmental_Data_Exchange_Network,west,378189,-121358,20200317,17:00:00,3015284,4,162
ttgf,NC_Division_of_Water_Resources_NC_Department_of_Environmental_Quality,south,35976,-787121464,20130424,0:01:00,1529,1,288
ttgl,NC_Division_of_Water_Resources_NC_Department_of_Environmental_Quality,south,36.16,-7910553592,20200819,0:01:00,18153,1,212
ttjp,NC_Division_of_Water_Resources_NC_Department_of_Environmental_Quality,south,3590135718,-7908871762,20170920,0:01:00,77455,2,577
ttkq,EPA_Central_Data_Exchange,midwest,47740833,-88737,20160420,0:01:00,385866837,1,0
ttld,California_Environmental_Data_Exchange_Network,west,38307,-121794,20131119,16:20:00,6205,4,251
ttlk,EPA_National_Aquatic_Research_Survey,south,3392564,-9497337,20170828,0:01:00,963672,3,0
ttnt,Wyoming_Department_of_Environmental_Quality,west,4198076,-11065725,20190912,13:30:00,3069282733,5,28
ttod,EPA_Central_Data_Exchange,midwest,47370167,-90851833,20130819,0:01:00,359303233,1,0
ttou,EPA_National_Aquatic_Research_Survey,south,3616156,-9629591,20170801,0:01:00,105027,3,0
ttpk,California_Environmental_Data_Exchange_Network,west,374125,-120759,20140610,15:40:00,2961065,3,430
ttpl,NC_Division_of_Water_Resources_NC_Department_of_Environmental_Quality,south,3563289148,-7929936621,20160303,0:01:00,2967.76,4,1144
ttpu,California_Environmental_Data_Exchange_Network,west,366568,-121614,20200317,22:42:00,2685,4,2694
ttpv,NC_Division_of_Water_Resources_NC_Department_of_Environmental_Quality,south,3560595,-7898705581,20160511,0:01:00,15061,1,670
ttqb,California_Environmental_Data_Exchange_Network,west,350164,-120586,20211215,19:00:00,3599,4,1783
ttrh,California_Environmental_Data_Exchange_Network,west,389353,-121408,20180717,17:15:00,2026122,4,497
ttrx,NC_Division_of_Water_Resources_NC_Department_of_Environmental_Quality,south,35.61,-789480316,20190901,0:01:00,222394,3,0
ttsj,NC_Division_of_Water_Resources_NC_Department_of_Environmental_Quality,south,35036,-7911873477,20210722,0:01:00,12674,1,197
ttsk,NC_Division_of_Water_Resources_NC_Department_of_Environmental_Quality,south,35.79,-7902649112,20180711,0:01:00,11981,1,160
ttsp,NC_Division_of_Water_Resources_NC_Department_of_Environmental_Quality,south,3568705236,-7919876824,20210712,0:01:00,56477,2,662
tttw,NC_Division_of_Water_Resources_NC_Department_of_Environmental_Quality,south,35.98,-787896977,20180523,0:01:00,1452,1,244
ttuc,Bureau_of_Water_Kansas_Department_of_Health_and_Environment,midwest,3980482,-9993915,20180625,0:01:00,34335,2,0
ttuf,US_Army_Corps_of_Engineers,northeast,42021242,-7895833,20130924,13:45:00,9027369281,1,0
ttvw,NC_Division_of_Water_Resources_NC_Department_of_Environmental_Quality,south,3562602489,-7931212016,20160524,0:01:00,38.64,2,724
ttvz,California_Environmental_Data_Exchange_Network,west,350164,-120586,20161215,21:45:00,7025,4,1783
ttwb,NC_Division_of_Water_Resources_NC_Department_of_Environmental_Quality,south,3563914593,-7928774925,20141125,0:01:00,17427,1,550
ttxx,US_Army_Corps_of_Engineers,northeast,40456103,-79453608,20150820,13:30:00,2457801155,2,0
ttyj,NC_Division_of_Water_Resources_NC_Department_of_Environmental_Quality,south,36.17,-7905199901,20180517,0:01:00,4844,1,682
ttzg,California_Environmental_Data_Exchange_Network,west,379674,-121464,20151020,17:50:00,10190495,4,124
ttzu,NC_Division_of_Water_Resources_NC_Department_of_Environmental_Quality,south,35794,-790188783,20160607,0:01:00,56639,2,0
tuaf,California_Environmental_Data_Exchange_Network,west,391853,-121704,20140617,22:40:00,6455,4,1556
tuar,NC_Division_of_Water_Resources_NC_Department_of_Environmental_Quality,south,36.05,-76.7,20210517,0:01:00,664,1,0
tucx,NC_Division_of_Water_Resources_NC_Department_of_Environmental_Quality,south,3588039393,-7892093836,20150924,0:01:00,9682,1,875
tucy,Indiana_State_Department_of_Health,midwest,394981,-8498684167,20160601,13:55:00,64631,2,0
tufb,California_Environmental_Data_Exchange_Network,west,378717,-121526,20160307,22:00:00,520805,3,75
tufj,California_Environmental_Data_Exchange_Network,west,380601,-121499,20140617,15:00:00,15531155,4,59
tugx,NC_Division_of_Water_Resources_NC_Department_of_Environmental_Quality,south,3588508349,-789584712,20171206,0:01:00,40664,2,159
tuhn,NC_Division_of_Water_Resources_NC_Department_of_Environmental_Quality,south,35.45,-7905659636,20190619,0:01:00,939,1,639
tuln,California_Environmental_Data_Exchange_Network,west,391766,-122189,20180515,23:50:00,5880,4,1456
tumj,California_Environmental_Data_Exchange_Network,west,371145,-120.89,20191205,16:00:00,7300,4,1451
tuoj,NC_Division_of_Water_Resources_NC_Department_of_Environmental_Quality,south,3567789691,-792157735,20181107,0:01:00,39502,2,495
tuol,Bureau_of_Water_Kansas_Department_of_Health_and_Environment,midwest,3804947082,-9982700111,20180806,0:01:00,1128.33,4,19
tuqk,NC_Division_of_Water_Resources_NC_Department_of_Environmental_Quality,south,3566456295,-7924053988,20180613,0:01:00,6887,1,67
tuqr,NC_Division_of_Water_Resources_NC_Department_of_Environmental_Quality,south,36.17,-7905629976,20200928,0:01:00,7261,1,538
tuup,Bureau_of_Water_Kansas_Department_of_Health_and_Environment,midwest,396375,-95457,20180813,0:01:00,569835,3,0
tuvp,NC_Division_of_Water_Resources_NC_Department_of_Environmental_Quality,south,34.94,-7910360799,20210824,0:01:00,18589,1,691
tuvt,Pennsylvania_Department_of_Environmental_Protection,northeast,4165538,-804602,20190715,16:15:00,220667,3,9
tuvy,California_Environmental_Data_Exchange_Network,west,382399,-121565,20190219,18:30:00,7125,4,722
tuyj,NC_Division_of_Water_Resources_NC_Department_of_Environmental_Quality,south,3569996048,-791747928,20130918,0:01:00,654,1,266
tuza,California_Environmental_Data_Exchange_Network,west,344384,-119906,20180417,19:15:00,888392,4,207
tvae,NC_Division_of_Water_Resources_NC_Department_of_Environmental_Quality,south,3572545735,-7912743513,20170706,0:01:00,11789,1,735
tval,California_Environmental_Data_Exchange_Network,west,349414,-120573,20211004,15:30:00,347834,4,1943
tvav,California_Environmental_Data_Exchange_Network,west,38307,-121794,20210615,15:25:00,2363972,4,251
tvbn,NC_Division_of_Water_Resources_NC_Department_of_Environmental_Quality,south,35742,-7921871547,20151012,0:01:00,654977,3,1254
tvbo,NC_Division_of_Water_Resources_NC_Department_of_Environmental_Quality,south,3589117059,-7900718932,20201022,0:01:00,307.52,3,929
tvcb,California_Environmental_Data_Exchange_Network,west,389353,-121408,20150616,20:00:00,1228068,4,497
tvfr,NC_Division_of_Water_Resources_NC_Department_of_Environmental_Quality,south,35.48,-76.82,20210317,0:01:00,21881,2,0
tvgc,NC_Division_of_Water_Resources_NC_Department_of_Environmental_Quality,south,361606,-7909817027,20150727,0:01:00,2004,1,841
tvgl,NC_Division_of_Water_Resources_NC_Department_of_Environmental_Quality,south,3564590606,-7927519304,20190115,0:01:00,2991,1,696
tvgt,US_Army_Corps_of_Engineers,northeast,40443603,-79438886,20150820,14:30:00,1075462727,1,0
tvhh,California_Environmental_Data_Exchange_Network,west,376399,-121.78,20140812,13:00:00,5735,4,743
tvhx,NC_Division_of_Water_Resources_NC_Department_of_Environmental_Quality,south,3568721205,-7919847164,20210617,0:01:00,1065,1,660
tvir,US_Army_Corps_of_Engineers,midwest,41047735,-8100185,20170501,15:00:00,473739496,1,37
tvju,Connecticut_State_Department_of_Public_Health,northeast,420253,-733829,20180919,16:45:00,138996,1,0
tvjw,EPA_Central_Data_Exchange,northeast,43.58,-77.2,20160814,0:01:00,4308604571,1,0
tvki,California_Environmental_Data_Exchange_Network,west,382399,-121565,20131119,20:10:00,5365,4,722
tvku,California_Environmental_Data_Exchange_Network,west,380601,-121499,20190409,19:10:00,13512125,4,59
tvlz,California_Environmental_Data_Exchange_Network,west,329991,-117206,20141122,19:52:00,2515.75,4,286
tvmx,California_Environmental_Data_Exchange_Network,west,377705,-121292,20210818,18:00:00,22825715,4,138
tvne,EPA_Central_Data_Exchange,midwest,41965,-82041667,20180408,0:01:00,1812361078,1,0
tvos,NC_Division_of_Water_Resources_NC_Department_of_Environmental_Quality,south,3590763062,-7913892711,20200924,0:01:00,2905,1,432
tvox,EPA_National_Aquatic_Research_Survey,northeast,4192421,-7221896,20170914,0:01:00,258958,2,0
tvqi,EPA_National_Aquatic_Research_Survey,midwest,3927761,-8621214,20170812,0:01:00,26427,2,0
tvqo,California_Environmental_Data_Exchange_Network,west,376106,-121229,20160712,15:55:00,5850,4,981
tvry,NC_Division_of_Water_Resources_NC_Department_of_Environmental_Quality,south,3587735038,-788965793,20200813,0:01:00,2905,1,204
tvrz,NC_Division_of_Water_Resources_NC_Department_of_Environmental_Quality,south,36.16,-7910024649,20200824,0:01:00,934,1,698
tvss,US_Army_Corps_of_Engineers,midwest,41239436,-80881107,20191106,16:45:00,6098427673,1,26
tvtn,Pennsylvania_Department_of_Environmental_Protection,northeast,3980534,-7688722,20210803,13:40:00,933,1,0
tvuw,NC_Division_of_Water_Resources_NC_Department_of_Environmental_Quality,south,35478,-7905758504,20160824,0:01:00,620123,3,249
tvuy,Bureau_of_Water_Kansas_Department_of_Health_and_Environment,midwest,3980482,-9993915,20170705,0:01:00,35595,2,0
tvvl,NC_Division_of_Water_Resources_NC_Department_of_Environmental_Quality,south,3590554983,-7912227347,20191017,0:01:00,53734,2,251
tvxv,NC_Division_of_Water_Resources_NC_Department_of_Environmental_Quality,south,3568225,-7907802,20150211,0:01:00,981,1,0
tvxx,US_Army_Corps_of_Engineers,northeast,41267694,-80470129,20180531,13:00:00,411872146,1,0
tvzv,California_Environmental_Data_Exchange_Network,west,346766,-120553,20200421,20:45:00,8160,4,224
twdj,NC_Division_of_Water_Resources_NC_Department_of_Environmental_Quality,south,35.76,-7908141218,20200811,0:01:00,10581,1,942
twdt,California_Environmental_Data_Exchange_Network,west,371145,-120.89,20170314,15:00:00,1326683,4,1451
twem,NC_Division_of_Water_Resources_NC_Department_of_Environmental_Quality,south,34.99,-79.88,20210825,0:01:00,63211,2,0
twet,EPA_National_Aquatic_Research_Survey,south,3003834,-9824509,20170823,0:01:00,186318,1,0
tweu,NC_Division_of_Water_Resources_NC_Department_of_Environmental_Quality,south,3563203981,-793009481,20141008,0:01:00,3595122,4,1122
twew,NC_Division_of_Water_Resources_NC_Department_of_Environmental_Quality,south,3562985741,-7930500167,20160524,0:01:00,69096,2,841
twgb,California_Environmental_Data_Exchange_Network,west,353575,-120812,20200922,15:00:00,1596963,4,1176
twgs,Connecticut_State_Department_of_Public_Health,northeast,41798303,-72428591,20190806,11:50:00,612846,2,0
twgw,US_Army_Corps_of_Engineers,northeast,42021242,-7895833,20130821,16:30:00,1660202899,1,0
twhh,Indiana_State_Department_of_Health,midwest,4133056393,-8538360833,20210524,14:30:00,552,1,0
twik,NC_Division_of_Water_Resources_NC_Department_of_Environmental_Quality,south,36028,-78716,20130813,0:01:00,236238,3,0
twin,NC_Division_of_Water_Resources_NC_Department_of_Environmental_Quality,south,3571893675,-7913954643,20180716,0:01:00,69806,2,549
twjj,California_Environmental_Data_Exchange_Network,west,375582,-121164,20150714,17:15:00,5940,4,1089
twjp,NC_Division_of_Water_Resources_NC_Department_of_Environmental_Quality,south,3569900236,-7917657242,20140610,0:01:00,2541,1,241
twkl,New_Mexico_Environment_Department,west,36984726,-104374726,20151028,0:01:00,1253429064,1,0
twkm,California_Environmental_Data_Exchange_Network,west,382104,-121262,20160517,14:20:00,905072,3,725
twll,California_Environmental_Data_Exchange_Network,west,367081,-121.6,20140227,22:20:00,3473333333,4,639
twmv,EPA_National_Aquatic_Research_Survey,northeast,4647467226,-6827593111,20170724,0:01:00,1967726,3,0
twnk,Bureau_of_Water_Kansas_Department_of_Health_and_Environment,midwest,3716634,-10043143,20160912,0:01:00,109305,3,0
twnm,California_Environmental_Data_Exchange_Network,west,379674,-121464,20210128,20:50:00,820403,3,124
twov,Bureau_of_Water_Kansas_Department_of_Health_and_Environment,midwest,3772797,-9782922,20200720,0:01:00,2.21,1,0
twpo,NC_Division_of_Water_Resources_NC_Department_of_Environmental_Quality,south,36.21,-76.73,20180220,0:01:00,182,1,0
twro,NC_Division_of_Water_Resources_NC_Department_of_Environmental_Quality,south,35.57,-7894107187,20180611,0:01:00,39445,2,1202
twrx,NC_Division_of_Water_Resources_NC_Department_of_Environmental_Quality,south,342127,-7891745849,20130717,0:01:00,14281,1,2767
twtb,Bureau_of_Water_Kansas_Department_of_Health_and_Environment,midwest,3843742,-9716167,20210719,0:01:00,69006,2,46
twtq,California_Environmental_Data_Exchange_Network,west,391853,-121704,20180718,23:25:00,9080,4,1556
twtr,EPA_Central_Data_Exchange,midwest,44.74,-82.06,20190417,0:01:00,448485578,1,0
twvb,EPA_Central_Data_Exchange,northeast,43771667,-77438333,20140426,0:01:00,236769312,1,0
twvn,California_Environmental_Data_Exchange_Network,west,372486,-120851,20210319,17:30:00,3980,4,488
twvo,Delaware_National_Resources_and_the_University_of_Delaware's_Citizen_Monitoring_Program,south,3863828335,-7516918333,20181106,12:56:00,0.1,1,9
twwc,NC_Division_of_Water_Resources_NC_Department_of_Environmental_Quality,south,35742,-7923014931,20160607,0:01:00,133731,3,1095
twwk,Bureau_of_Water_Kansas_Department_of_Health_and_Environment,midwest,3909447,-9690462,20160829,0:01:00,194355,3,9
twyd,NC_Division_of_Water_Resources_NC_Department_of_Environmental_Quality,south,3571015391,-7915585962,20160713,0:01:00,5809,1,340
twyn,California_Environmental_Data_Exchange_Network,west,350228,-120586,20161215,21:10:00,3275,4,1069
twyq,Pennsylvania_Department_of_Environmental_Protection,northeast,4180308,-7719483,20210916,12:45:00,33.6,2,0
twyy,California_Environmental_Data_Exchange_Network,west,381602,-121206,20200819,19:20:00,24714485,4,71
twzz,NC_Division_of_Water_Resources_NC_Department_of_Environmental_Quality,south,35742,-7921175574,20150723,0:01:00,12102,1,1282
txap,NC_Division_of_Water_Resources_NC_Department_of_Environmental_Quality,south,3565413,-7925991796,20140922,0:01:00,60542,2,561
txct,EPA_National_Aquatic_Research_Survey,midwest,413928,-8776008,20170616,0:01:00,684965,2,0
txeh,California_Environmental_Data_Exchange_Network,west,372953,-120.85,20150113,19:30:00,1078319,4,9
txgc,NC_Division_of_Water_Resources_NC_Department_of_Environmental_Quality,south,3565460906,-7925902815,20140805,0:01:00,16211,1,453
txhg,NC_Division_of_Water_Resources_NC_Department_of_Environmental_Quality,south,3566419035,-7924123195,20180711,0:01:00,1461,1,33
txiq,California_Environmental_Data_Exchange_Network,west,368754,-121561,20210928,17:30:00,1061882,4,311
txiy,NC_Division_of_Water_Resources_NC_Department_of_Environmental_Quality,south,36172,-790512575,20130711,0:01:00,38727,2,910
txmo,NC_Division_of_Water_Resources_NC_Department_of_Environmental_Quality,south,3587135644,-7884860686,20181018,0:01:00,13216,1,175
txnk,NC_Division_of_Water_Resources_NC_Department_of_Environmental_Quality,south,3591160588,-7917074303,20130807,0:01:00,3994,1,431
txnu,NC_Division_of_Water_Resources_NC_Department_of_Environmental_Quality,south,36.17,-7907206917,20180816,0:01:00,0.25,1,684
txop,NC_Division_of_Water_Resources_NC_Department_of_Environmental_Quality,south,35.98,-788359302,20210526,0:01:00,2955,1,442
txoz,California_Environmental_Data_Exchange_Network,west,361786,-119834,20130617,16:40:00,1246,4,52
txpe,California_Environmental_Data_Exchange_Network,west,374419,-121003,20140114,19:30:00,6577895,4,872
txqa,NC_Division_of_Water_Resources_NC_Department_of_Environmental_Quality,south,35794,-7902001528,20160920,0:01:00,22752,2,0
txre,NC_Division_of_Water_Resources_NC_Department_of_Environmental_Quality,south,3562682333,-7931063714,20151112,0:01:00,12354,1,664
txsa,NC_Division_of_Water_Resources_NC_Department_of_Environmental_Quality,south,3574686,-7907928652,20151014,0:01:00,56209,2,421
txtu,EPA_Central_Data_Exchange,midwest,45278333,-82451667,20170809,0:01:00,50008582,1,0
txwf,NC_Division_of_Water_Resources_NC_Department_of_Environmental_Quality,south,35.2,-7910479441,20180515,0:01:00,3536,1,761
txxt,California_Environmental_Data_Exchange_Network,west,376106,-121229,20180814,15:25:00,8245,4,981
tyaa,NC_Division_of_Water_Resources_NC_Department_of_Environmental_Quality,south,3589107742,-7900644364,20200924,0:01:00,87137,2,853
tybf,NC_Division_of_Water_Resources_NC_Department_of_Environmental_Quality,south,3566631952,-7923727724,20170517,0:01:00,38727,2,67
tyco,NC_Division_of_Water_Resources_NC_Department_of_Environmental_Quality,south,3567558143,-7922007425,20200203,0:01:00,782,1,417
tyeh,NC_Division_of_Water_Resources_NC_Department_of_Environmental_Quality,south,34.41,-78.3,20200526,0:01:00,4393,1,46
